Property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
93042,-37.99346161,145.0871277,24 Vialls Avenue,Parkdale,5427000,house,2009,2,1,2,SC_003,2492,19864,948,41,0,hospital_001,1293,S_003,1362
37844,-37.650572,145.051179,9 Kalman Road,Epping,3740000,house,2015,4,1,1,SC_062,3028,45795,1406,46,0,hospital_053,3059,S_020,7406
10933,-37.793175,144.928008,87 McCracken Street,Kensington,7590000,house,2013,2,1,1,SC_011,1592,20041,231,14,0,hospital_114,260,S_025,2889
27709,-37.589706,144.919746,77 Banbury Crescent,Craigieburn,3718000,house,2014,4,1,2,SC_016,630,40221,2478,46,0,hospital_104,6790,S_005,1870
63567,-37.783808,145.293381,149 Dorset Road,Croydon,10945000,house,2014,3,1,2,SC_022,1927,19877,1677,55,0,hospital_164,4261,S_042,4417
28661,-37.79640579,144.9922638,6 Forest Street,Collingwood,4680000,house,2009,2,1,0,SC_008,2616,19975,362,11,0,hospital_178,1674,S_033,3015
38877,-37.7698832,145.0321921,4 Abercorn Avenue,Ivanhoe,7428000,house,2012,3,1,1,SC_001,873,19932,791,21,0,hospital_039,736,S_039,3996
65235,-37.806656,145.303863,22 Landstrom Quadrant,Kilsyth,8442000,house,2016,3,1,1,SC_022,2013,19878,2397,51,0,hospital_164,4247,S_042,1814
60260,-37.80632401,145.2024078,77 Quarry Road,Mitcham,7020000,house,2009,4,2,1,SC_032,2430,19900,1592,40,0,hospital_070,851,S_040,2400
82771,-37.907996,145.277404,4 Josephine Close,Rowville,8905000,house,2014,5,3,2,SC_049,3102,19867,3148,58,0,hospital_150,3310,S_008,2519
67006,-37.775043,145.34743,13 The Circuit,Lilydale,4270000,house,2011,3,2,1,SC_084,3496,19876,2174,61,0,hospital_113,1592,S_042,6657
25064,-37.611321,144.935194,101 Hothlyn Drive,Craigieburn,3060000,house,2015,3,1,2,SC_110,1520,40221,1278,46,0,hospital_104,4573,S_005,1546
95279,-37.916607,145.044806,24 Seaview Avenue,Bentleigh,22400000,house,2015,3,2,2,SC_046,2611,19939,692,39,0,hospital_110,1961,S_015,3377
67771,-37.744821,145.33856,9 Zulu Close,Lilydale,9200000,house,2014,4,2,2,SC_084,2627,19876,1438,61,0,hospital_151,1809,S_042,9266
525,-37.801215,144.892411,2 Buckingham Street,Footscray,10458000,house,2016,3,1,1,SC_043,2845,20024,166,18,0,hospital_003,1041,S_049,3131
52998,-37.8131899,145.0094306,302/20 Burnley Street,Richmond,9265000,house,2012,2,2,2,SC_083,2439,19977,1521,8,0,hospital_134,531,S_039,2062
23029,-37.74791336,144.9525299,60 Hawthorn Street,Coburg,5080000,house,2008,2,1,1,SC_030,1739,19966,1097,26,0,hospital_084,860,S_030,3409
40988,-37.707318,145.056762,60 Greenwood Drive,Bundoora,5600000,house,2015,4,1,2,SC_047,4184,19983,2349,31,0,hospital_037,620,S_020,3825
33206,-37.741324,145.019736,8 Marjorie Street,Preston,6875000,house,2012,3,2,3,SC_047,981,20012,1717,27,0,hospital_090,2466,S_030,3441
1231,-37.806665,144.885422,59 Station Road,Seddon,6303000,house,2012,2,1,0,SC_043,2554,20023,541,20,0,hospital_056,1508,S_049,3740
75606,-37.891578,145.103693,10 Raymond Court,Oakleigh,6070000,house,2011,2,1,1,SC_042,1913,19917,1669,34,0,hospital_166,878,S_026,1764
82709,-37.905942,145.259277,3 Bensam Close,Rowville,3653000,house,2011,4,2,2,SC_049,4488,19868,4156,55,0,hospital_150,4809,S_027,2550
75707,-37.89717102,145.09669499999998,13 Tamar Grove,Oakleigh,5805000,house,2009,3,1,2,SC_087,1646,19917,818,34,0,hospital_166,848,S_026,1554
4529,-37.836378,144.86803,51 Graham Street,Newport,3663000,house,2010,3,1,2,SC_033,2160,19994,1540,20,0,hospital_141,3559,S_049,7276
11701,-37.709553,144.81866399999998,14 Augustines Way,Keilor,6075000,house,2010,3,2,2,SC_107,2211,20001,3105,36,0,hospital_057,5682,S_049,9423
80109,-37.986888,145.160517,30 Putt Grove,Keysborough,9360000,house,2015,3,1,2,SC_057,1299,19890,2620,49,0,hospital_096,1188,S_003,7320
71200,-37.855115000000005,145.240708,18 Cloverlea Drive,Wantirna,9380000,house,2016,4,2,1,SC_032,4830,19870,2834,50,0,hospital_179,1319,S_024,3925
64452,-37.796021,145.289882,4/276 Dorset Road,Croydon,2340000,house,2015,1,1,1,SC_022,689,19878,819,51,0,hospital_164,3287,S_042,3176
57535,-37.816926,145.166313,10 Peacedale Grove,Blackburn,11690000,house,2010,4,2,2,SC_002,529,19899,858,37,0,hospital_060,1999,S_018,2322
49280,-37.813297,145.076781,24 Jersey Street,Balwyn,5021500,house,2010,3,2,2,SC_099,2056,19893,1305,29,0,hospital_064,2556,S_039,4120
38926,-37.777277000000005,145.03616499999998,5 Kingsley Street,Ivanhoe,15079000,house,2012,3,1,2,SC_001,1154,19932,328,21,0,hospital_039,1619,S_039,3204
23603,-37.641996,144.903289,36 Adderley Drive,Greenvale,5750000,house,2012,4,2,3,SC_075,1898,40220,2862,42,0,hospital_104,1794,S_005,5826
32127,-37.74675751,145.00067140000002,19 Gertrude Street,Preston,6000000,house,2008,2,1,2,SC_103,806,20013,141,25,0,hospital_035,1906,S_030,2432
674,-37.801041,144.89216000000002,23 Windsor Street,Footscray,5940000,house,2012,4,2,1,SC_043,2819,20024,174,18,0,hospital_003,1016,S_049,3110
7746,-37.775578,144.802681,17 Verdant Avenue,Ardeer,3120000,house,2014,3,1,2,SC_102,2820,20004,1951,28,0,hospital_057,1975,S_049,7621
80810,-37.997533000000004,145.200733,142 Kirkham Rd,Dandenong,5680000,house,2011,3,1,1,SC_112,1713,19888,1154,54,0,hospital_119,2113,S_047,9836
61152,-37.826077000000005,145.22776499999998,107 Wantirna Road,Ringwood,9010000,house,2013,2,1,0,SC_032,1486,19902,1139,44,0,hospital_105,2140,S_040,1575
11690,-37.717496000000004,144.82261,12 Patterson Avenue,Keilor,3216000,house,2014,3,1,2,SC_107,1728,20001,2861,36,0,hospital_057,4839,S_049,8535
84919,-37.901863,144.993427,377 New Street,Brighton,3880000,house,2011,4,2,3,SC_015,3858,19952,874,20,0,hospital_198,1047,S_009,1508
93423,-37.995838,145.08599099999998,5 Carrier Avenue,Parkdale,10800000,house,2011,3,1,1,SC_003,2764,19864,902,41,0,hospital_001,1292,S_003,1521
19845,-37.673770000000005,144.889288,8 The Crest,Attwood,4590000,house,2014,3,2,2,SC_059,1653,20030,2864,37,0,hospital_104,3758,S_004,5716
56079,-37.847079,145.12098600000002,1/118 Station Street,Burwood,3380000,house,2016,3,2,3,SC_037,3123,19840,3054,28,0,hospital_047,1207,S_018,2898
51781,-37.7999,145.21531000000002,125 Glenvale Road,Donvale,5160000,house,2012,3,1,1,SC_032,1860,19901,2126,42,0,hospital_070,2191,S_040,1788
3240,-37.80996704,144.887619,27 O'Farrell Street,Yarraville,12278000,house,2007,3,1,1,SC_043,2927,19996,686,15,0,hospital_056,1878,S_049,4095
55309,-37.845379,145.09166100000002,22 French Street,Camberwell,10000000,house,2013,4,2,2,SC_042,3558,19849,1198,34,0,hospital_089,1359,S_026,4689
41701,-37.742552,145.09246000000002,17 Bartram Rise,Viewbank,1895000,house,2011,2,1,1,SC_017,2569,19936,2317,28,0,hospital_066,3048,S_046,3939
94112,-38.077937,145.130564,16 Dyson Street,Carrum,3600000,house,2013,3,1,1,SC_070,4697,19858,790,54,0,hospital_043,7900,S_006,5394
64093,-37.795763,145.290201,274 Dorset Road,Croydon,11100000,house,2015,4,2,3,SC_022,727,19878,846,51,0,hospital_164,3324,S_042,3194
65504,-37.797576,145.315186,87 Lomond Avenue,Kilsyth,6840000,house,2015,4,2,1,SC_022,2829,19877,1449,55,0,hospital_113,5277,S_042,3046
94848,-37.904681,145.033406,15 Ocean Street,Ormond,14880000,house,2015,3,2,0,SC_041,3137,19941,569,36,0,hospital_126,1313,S_015,2768
1907,-37.799763,144.861704,185 Sunshine Road,West Footscray,9300000,house,2015,3,2,1,SC_043,680,20022,123,22,0,hospital_056,2277,S_049,3822
34282,-37.711644,145.010512,21 Cheddar Road,Reservoir,6750000,house,2015,4,1,1,SC_103,3200,20009,426,33,0,hospital_139,1280,S_030,3103
35696,-37.70609,145.014656,89 Cheddar Road,Reservoir,15750000,house,2016,5,2,2,SC_047,3868,20009,495,33,0,hospital_139,1941,S_030,3787
89058,-37.953596000000005,145.028219,9 Highland Avenue,Highett,8206000,house,2014,3,1,3,SC_079,1233,19872,1329,41,0,hospital_058,1206,S_023,2509
65715,-37.765735,145.330954,12 Oakbank Court,Mooroolbark,8204000,house,2015,4,2,2,SC_084,1719,19876,1862,61,0,hospital_113,2139,S_042,6852
33499,-37.716429,145.015508,10 Cuthbert Road,Reservoir,9554000,house,2015,2,1,1,SC_047,2786,20010,751,32,0,hospital_139,1542,S_030,3172
10198,-37.796548,144.934974,2 Bent Street,Kensington,7956000,house,2015,2,1,0,SC_011,2287,19972,275,14,0,hospital_114,461,S_044,2843
31730,-37.749598,145.01476399999999,11 Mihil Street,Preston,8160000,house,2014,3,1,3,SC_103,1586,20013,1362,25,0,hospital_035,1602,S_030,3535
76341,-37.89863205,145.0789337,6/11 Preston Road,Hughesdale,4983000,house,2009,2,1,1,SC_087,1161,19918,433,32,0,hospital_166,2376,S_026,1370
65345,-37.815063,145.314224,4  Tinarra Court,Kilsyth,8876000,house,2016,3,1,1,SC_022,3266,19877,3378,55,0,hospital_164,5220,S_042,1381
82972,-37.886948,145.251743,1/76 David Street North,Knoxfield,6050000,house,2016,4,2,2,SC_049,5032,19868,3867,55,0,hospital_002,3790,S_027,2166
45282,-37.70668411,145.0944367,55 Vermont Pde,Greensborough,10960000,house,2007,3,1,2,SC_017,5920,19984,1051,34,0,hospital_075,1021,S_020,543
30860,-37.758981,145.012526,179 Gooch Street,Thornbury,9360000,house,2011,2,1,0,SC_103,2351,20014,1304,23,0,hospital_035,601,S_030,4147
36199,-37.670552,145.024081,16 Maxwell Street,Lalor,5984000,house,2012,2,1,0,SC_062,5806,20006,801,40,0,hospital_053,2216,S_030,7479
24578,-37.711106,144.967388,74 Lynch Road,Fawkner,5850000,house,2016,4,1,2,SC_030,2816,19962,719,33,0,hospital_139,2795,S_030,2503
35693,-37.704921,145.021424,88 Hickford Street,Reservoir,3960000,house,2014,4,2,2,SC_047,3825,20009,1100,33,0,hospital_025,2338,S_030,4320
73986,-37.865503600000004,145.2601639,79 Rathmullen Road,Boronia,14690000,house,2013,3,2,2,SC_049,5310,19869,2202,53,0,hospital_002,1321,S_024,2188
36548,-37.66352,145.027952,7 Derna Crescent,Lalor,6482000,house,2016,3,1,2,SC_062,5240,20006,983,40,0,hospital_053,1670,S_020,7834
24013,-37.691099,144.962041,14A Janice Court,Fawkner,6273000,house,2014,3,1,2,SC_030,4716,19961,1102,35,0,hospital_139,4329,S_004,2712
48877,-37.807759999999995,145.102952,1/15 Pryton Court,Balwyn,11216000,house,2014,3,1,1,SC_020,2062,19896,1318,34,0,hospital_117,1275,S_046,3928
82610,-37.904558,145.269904,18 Hermitage Place,Rowville,7677000,house,2011,4,2,2,SC_049,3551,19868,3381,55,0,hospital_150,3863,S_008,2690
91094,-37.969314000000004,145.069944,95 Devon Street,Cheltenham,7920000,house,2015,5,3,2,SC_003,1690,19866,1382,37,0,hospital_109,860,S_011,1515
80430,-38.004805,145.169901,63 Westwood Boulevard,Keysborough,6250000,house,2015,4,2,2,SC_057,1378,19889,3516,51,0,hospital_096,1248,S_003,8456
21970,-37.747223999999996,144.976935,139 Nicholson Street,Coburg,9010000,house,2016,4,3,3,SC_103,2360,19965,1314,28,0,hospital_144,1125,S_030,2047
88964,-37.949174,145.047472,6 Rowans Road,Highett,10080000,house,2010,3,1,2,SC_079,562,19872,499,41,0,hospital_082,1500,S_023,1359
60488,-37.841903,145.195784,15 Lunar Crescent,Vermont,20550000,house,2014,4,2,2,SC_088,2889,19900,2681,40,0,hospital_008,2854,S_018,4418
72357,-37.854455,145.25517,4 Caroline Court,Bayswater,3152000,house,2012,3,1,2,SC_032,5188,19870,1818,50,0,hospital_002,1149,S_024,2707
57030,-37.820502000000005,145.065706,13 Stanley Grove,Canterbury,31080000,house,2016,5,2,2,SC_099,798,19892,639,27,0,hospital_064,2017,S_039,3472
22628,-37.735834000000004,144.975507,33 Woiwurung Crescent,Coburg,10240000,house,2010,3,2,2,SC_030,2267,19964,1144,30,0,hospital_144,2321,S_030,992
18112,-37.692782,144.913775,125 Langton Street,Jacana,3600000,house,2014,3,1,2,SC_059,2589,20031,319,35,0,hospital_104,4721,S_004,2711
23497,-37.640084,144.89453,20 Arncliffe Boulevard,Greenvale,6500000,house,2015,4,2,2,SC_075,1106,40220,3609,42,0,hospital_104,2569,S_005,6104
93431,-37.987080999999996,145.081569,5 Evan Street,Parkdale,15168000,house,2014,5,3,2,SC_003,1893,19864,811,41,0,hospital_001,862,S_003,511
83098,-37.884244,145.242137,21 Narong Crescent,Knoxfield,4785000,house,2011,4,1,0,SC_073,5511,19869,4560,53,0,hospital_002,3937,S_027,1820
44084,-37.692661,145.109953,10 Wolangi Court,Greensborough,5247000,house,2014,3,2,3,SC_051,4868,19985,1266,38,0,hospital_075,1434,S_020,1598
3547,-37.819241999999996,144.88963700000002,43 Wilson Street,Yarraville,5665000,house,2011,3,1,1,SC_043,3772,19996,378,15,0,hospital_056,2922,S_049,5125
24576,-37.717327000000004,144.96866,74 Argyle Street,Fawkner,9685000,house,2010,4,2,2,SC_030,2341,19963,761,32,0,hospital_139,2589,S_030,1894
6530,-37.79968,144.824177,28 Boreham Street,Sunshine,3850000,house,2013,3,1,0,SC_102,2101,20021,1458,26,0,hospital_174,2555,S_049,6438
37799,-37.644096000000005,145.05952,8/65 Pommel Crescent,Epping,4498000,house,2010,3,3,1,SC_062,2441,45795,870,46,0,hospital_053,3883,S_020,7633
16578,-37.709604,144.913549,15 Prospect Street,Glenroy,13889000,house,2010,2,1,1,SC_010,2392,20032,650,33,0,hospital_184,3715,S_004,2237
4355,-37.827816999999996,144.875561,3/9 Stephenson Street,Spotswood,7575000,house,2012,3,2,3,SC_033,2536,19995,965,18,0,hospital_056,3973,S_049,6198
9143,-37.885958,144.75778400000002,6 Truganina Avenue,Seabrook,2448000,house,2015,3,2,2,SC_092,2677,46468,2009,33,0,hospital_073,6921,S_001,1989
43598,-37.706021,145.08568400000001,20 Rushworth Street,Watsonia,6900000,house,2014,3,2,1,SC_017,5740,19984,574,34,0,hospital_075,1780,S_020,1275
72522,-37.847961,145.268482,6/2A Orange Grove,Bayswater,15620000,house,2013,2,1,2,SC_032,5246,19870,694,50,0,hospital_002,836,S_024,2082
56501,-37.8596,145.096996,28 Leopold Street,Burwood,20800000,house,2015,3,1,2,SC_042,2033,19848,1401,36,0,hospital_089,348,S_026,3256
92666,-37.996003,145.071662,124  Beach Road,Parkdale,24500000,house,2014,4,1,2,SC_003,3162,19864,523,41,0,hospital_001,608,S_003,1413
72275,-37.848462,145.27045,3 Farnham Road,Bayswater,3645000,house,2013,1,1,0,SC_032,5404,19870,776,50,0,hospital_002,805,S_024,1926
71576,-37.865376,145.229432,45 Raheen Avenue,Wantirna,8400000,house,2010,4,2,2,SC_067,5709,19870,4301,50,0,hospital_179,1781,S_027,3687
82538,-37.90803909,145.2718658,115 Sovereign Manors Crescent,Rowville,12135000,house,2009,3,2,1,SC_049,3536,19867,3569,58,0,hospital_150,3778,S_008,2828
88244,-37.936009999999996,145.055453,528 South Road,Moorabbin,4880000,house,2013,3,2,2,SC_046,1552,19937,1653,39,0,hospital_110,1671,S_023,2611
40227,-37.714611,145.03438400000002,28 Eagle Avenue,Kingsbury,5670000,house,2010,3,1,1,SC_047,2689,20009,2314,33,0,hospital_025,817,S_030,4776
32017,-37.746601,145.013978,161 Bell Street,Preston,6612000,house,2014,2,1,1,SC_103,1316,20013,1222,25,0,hospital_035,1894,S_030,3279
1530,-37.803964,144.88536499999998,9 Williamstown Road,Seddon,6750000,house,2010,3,1,1,SC_043,2391,20023,240,20,0,hospital_056,1208,S_049,3441
85001,-37.884155,144.99029199999998,5 Wave Street,Elwood,16470000,house,2010,4,2,1,SC_015,1916,19954,934,17,0,hospital_116,1681,S_017,2017
47678,-37.80607986,145.0202332,1 Fenwick Street,Kew,30800000,house,2009,4,2,2,SC_083,2095,19905,1768,19,0,hospital_032,452,S_039,940
25085,-37.609851,144.923596,11 Bembridge Mews,Craigieburn,2840000,house,2016,4,1,2,SC_110,1935,40221,1956,46,0,hospital_104,4555,S_005,1883
64377,-37.798272999999995,145.260304,38 Beaufort Road,Croydon,7800000,house,2010,5,2,2,SC_022,2005,19879,1765,47,0,hospital_164,1134,S_040,3165
36916,-37.65763474,145.0289459,16 Noble Drive,Epping,3618000,house,2009,3,2,1,SC_062,5028,20005,593,43,0,hospital_053,1288,S_020,8167
28170,-37.794639000000004,144.97646899999998,20 Westgarth Street,Fitzroy,13940000,house,2010,2,1,0,SC_008,2002,19975,1660,11,0,hospital_188,1117,S_044,2165
89809,-37.968804999999996,145.061894,10 Devon Street,Cheltenham,11050000,house,2015,4,2,2,SC_003,2398,19866,687,37,0,hospital_082,1030,S_023,1169
75777,-37.90204239,145.1030426,15 William Street,Oakleigh,5555000,house,2008,3,1,1,SC_087,2419,19916,1001,36,0,hospital_166,403,S_026,2331
54211,-37.813606,145.023922,2 Colvin Grove,Hawthorn,4981000,house,2016,2,1,2,SC_083,1279,19905,919,19,0,hospital_086,887,S_039,1068
12114,-37.704045,144.749024,10 Marner Avenue,Hillside,6545000,house,2011,3,2,2,SC_048,3286,20000,2239,39,0,hospital_057,8527,S_049,14547
57603,-37.830448,145.162199,13 Dickens Street,Blackburn,9280000,house,2015,3,1,2,SC_002,1478,19899,1564,37,0,hospital_060,606,S_018,1313
67041,-37.77081299,145.350296,14 Rory Court,Lilydale,5250000,house,2008,3,2,2,SC_084,3497,19876,1718,61,0,hospital_113,1060,S_042,7185
35998,-37.677407,145.039595,4 Milford Street,Thomastown,5400000,house,2011,3,1,2,SC_062,4957,20007,2254,38,0,hospital_041,2585,S_020,6132
10877,-37.79098511,144.9255981,79 Market Street,Kensington,14161000,house,2010,3,2,2,SC_011,1269,20040,504,15,0,hospital_114,581,S_025,2612
50070,-37.757612,145.09266100000002,24 Kimberley Way,Bulleen,15180000,house,2016,4,2,2,SC_009,897,19935,2815,26,0,hospital_193,2632,S_046,2585
35349,-37.729872,145.020058,60 Steane Street,Reservoir,5049000,house,2010,2,1,1,SC_047,1323,20011,1531,29,0,hospital_139,2372,S_030,3213
56733,-37.853974,145.111926,47 McComas Grove,Burwood,12155000,house,2012,3,1,1,SC_042,3160,19840,2185,28,0,hospital_089,1608,S_018,3998
21723,-37.743334000000004,144.954353,1/2 Bellevue Street,Coburg,9008000,house,2013,3,2,2,SC_030,1272,19965,798,28,0,hospital_084,1250,S_030,2992
90626,-37.973622,145.081975,38 Snowdon Drive,Cheltenham,12160000,house,2016,4,2,3,SC_003,681,19865,1737,39,0,hospital_109,1380,S_003,1238
60112,-37.81678,145.199605,57 Barkly Terrace,Mitcham,4608000,house,2012,3,1,2,SC_088,1784,19900,685,40,0,hospital_010,855,S_040,2619
96274,-37.91284943,145.03733830000002,81 Nicholson Street,Mckinnon,7350000,house,2008,5,3,2,SC_046,2968,19940,295,37,0,hospital_126,2085,S_015,3264
40757,-37.678265,145.048969,5 Florida Court,Bundoora,3690000,house,2012,3,2,2,SC_062,4373,20007,3065,38,0,hospital_041,1917,S_020,5377
42190,-37.749053,145.082325,4 Eton Court,Heidelberg,21420000,house,2014,5,3,2,SC_017,1426,19936,1582,28,0,hospital_066,1935,S_046,3901
44025,-37.701594,145.10016399999998,1/34 Jessop Street,Greensborough,6669000,house,2014,3,1,2,SC_062,5705,19985,759,38,0,hospital_075,638,S_020,345
86973,-37.922837,145.003042,64A Roslyn Street,Brighton,14240000,house,2010,4,3,3,SC_046,3612,19951,1042,22,0,hospital_156,1592,S_009,1057
10940,-37.7989,144.92821,88 Tennyson Street,Kensington,4000000,house,2010,3,2,2,SC_011,2123,20026,251,11,0,hospital_114,513,S_044,3245
8008,-37.750833,144.747346,10 Niewand Avenue,Burnside,6545000,house,2011,4,2,2,SC_048,2055,20002,4686,33,0,hospital_057,6007,S_049,12733
82287,-37.980228000000004,145.234882,54 Scarlet Drive,Doveton,5032000,house,2013,3,1,2,SC_112,1899,19888,2459,54,0,hospital_119,1499,S_047,8801
62908,-37.834098,145.24406499999998,4 Barnic Road,Heathmont,6840000,house,2010,3,1,1,SC_032,2728,19871,644,46,0,hospital_179,2243,S_040,2809
46345,-37.722311,145.15723,1 View Hill Crescent,Eltham,6612000,house,2012,4,2,3,SC_051,5419,19987,1280,44,0,hospital_075,4911,S_020,5402
65748,-37.759771,145.32228899999998,13 Partridge Way,Mooroolbark,8755000,house,2012,4,2,3,SC_084,757,19876,2287,61,0,hospital_113,2871,S_042,7249
7806,-37.778631,144.805212,25 Yallourn Street,Ardeer,3280000,house,2010,2,1,1,SC_102,2529,20004,1718,28,0,hospital_057,2178,S_049,7418
17063,-37.696461,144.91732199999998,32 Mitchell Street,Glenroy,5213000,house,2014,3,1,2,SC_059,2995,20031,197,35,0,hospital_104,5102,S_004,2223
35312,-37.723277,145.02711200000002,6 Loddon Avenue,Reservoir,5632500,house,2013,2,1,1,SC_047,1723,20010,1909,32,0,hospital_025,1579,S_030,3898
96239,-37.922343,145.02948500000002,8 Hillside Avenue,Bentleigh,21450000,house,2015,4,2,1,SC_046,2062,19938,611,41,0,hospital_110,1354,S_009,3065
93447,-37.995003999999994,145.089234,5 McKay Street,Parkdale,10320000,house,2014,2,2,1,SC_003,2658,19864,1152,41,0,hospital_001,1519,S_003,1612
73465,-37.8454361,145.2874146,3 Landscape Drive,Boronia,7280000,house,2009,4,2,2,SC_022,5174,19869,1693,53,0,hospital_049,1955,S_024,1825
52767,-37.819796000000004,144.989972,239 Punt Road,Richmond,20410000,house,2016,3,1,2,SC_068,1679,19908,477,11,0,hospital_173,353,S_033,2200
57827,-37.829876,145.142346,21 Banksia Street,Blackburn,11800000,house,2016,3,2,2,SC_037,2126,19897,1023,36,0,hospital_060,1255,S_018,470
51485,-37.78652954,145.123642,5 Carnarvon Street,Doncaster,8580000,house,2009,3,2,2,SC_091,216,20042,3644,31,0,hospital_194,1645,S_046,1674
14565,-37.743711,144.920503,5 Woodvale Grove,Essendon,11760000,house,2015,4,3,3,SC_082,1703,20036,391,24,0,hospital_184,1367,S_025,2678
60916,-37.83733368,145.1858368,7 Woodcrest Road,Vermont,3680000,house,2008,3,1,1,SC_088,2079,19899,2096,37,0,hospital_061,2656,S_018,3450
9629,-37.866009999999996,144.720347,7 Bushfield Road,Truganina,4455000,house,2015,4,2,2,SC_053,2301,46468,2420,33,0,hospital_073,3789,S_007,1984
6420,-37.786728000000004,144.8352,20 Martin Street,Sunshine,4797000,house,2010,3,1,2,SC_102,510,20021,287,26,0,hospital_174,1033,S_049,4987
35059,-37.72648,144.98651999999998,5  Cool Street,Reservoir,9450000,house,2014,3,1,2,SC_103,1993,20011,1447,29,0,hospital_139,1420,S_030,434
11726,-37.711989,144.815934,18 Falconer Court,Keilor,5120000,house,2012,4,2,2,SC_107,1863,20001,2743,36,0,hospital_057,5401,S_049,9384
95029,-37.92326,145.04426899999999,19 Riddle Street,Bentleigh,12320000,house,2015,3,2,3,SC_046,1881,19938,801,41,0,hospital_110,1273,S_010,3443
93975,-38.068836,145.127336,50 Mernda Avenue,Bonbeach,4360000,house,2013,3,2,1,SC_070,5306,19858,800,54,0,hospital_043,8944,S_006,6185
87540,-37.931844,145.010555,24 Imbros Street,Hampton,19080000,house,2015,4,2,2,SC_046,2584,19949,1050,27,0,hospital_036,1322,S_009,2256
88535,-37.94757,145.02983500000002,168 Highett Road,Highett,10780000,house,2011,4,2,2,SC_079,1002,19872,1061,41,0,hospital_110,1727,S_023,2637
22927,-37.750817,144.954351,50 Shaftsbury Street,Coburg,11400000,house,2015,2,1,1,SC_030,2083,19966,774,26,0,hospital_084,510,S_025,3459
25303,-37.58168411,144.9185486,13 Girraween Crescent,Craigieburn,6110000,house,2009,4,2,2,SC_005,809,40221,3130,46,0,hospital_104,7684,S_005,2497
61394,-37.79590988,145.2474976,17 Hugh Street,Ringwood,19840000,house,2009,4,1,1,SC_032,2493,19879,1803,47,0,hospital_164,1499,S_040,2430
61976,-37.806508,145.22491399999998,41 Loughnan Road,Ringwood,10370000,house,2015,3,1,1,SC_032,775,19902,1103,44,0,hospital_105,1678,S_040,694
92972,-38.01568604,145.0973358,21 Eulinga Avenue,Aspendale,7540000,house,2009,3,1,2,SC_003,5013,19863,1322,45,0,hospital_001,3522,S_003,3938
33143,-37.74552155,145.01383969999998,7 Watson Street,Preston,4956000,house,2008,3,1,1,SC_103,1238,20013,1205,25,0,hospital_035,2006,S_030,3201
74621,-37.904740000000004,145.06720900000002,15 Kinlock Avenue,Murrumbeena,17710000,house,2014,5,3,2,SC_087,2213,19918,1429,32,0,hospital_159,1940,S_015,2123
26460,-37.595927,144.937953,30 Hanson Road,Craigieburn,2790000,house,2014,3,1,2,SC_110,300,40221,809,46,0,hospital_104,6290,S_005,198
41073,-37.69353485,145.0552216,7 Lucy Crt,Bundoora,3168000,house,2008,4,2,1,SC_062,5369,19984,3177,34,0,hospital_041,717,S_020,4140
95217,-37.927166,145.046848,224 Patterson Road,Bentleigh,8792000,house,2009,3,1,1,SC_046,1563,19938,1024,41,0,hospital_110,1100,S_010,3262
50237,-37.773703000000005,145.090908,42  Cuthbert Street,Bulleen,3600000,house,2015,4,3,3,SC_009,901,19935,3240,26,0,hospital_193,2139,S_046,2032
97087,-38.011055999999996,145.27805,9 Henlow Rise,Hallam,2632000,house,2008,4,2,2,SC_077,2689,19885,1039,59,0,hospital_069,3200,S_045,6375
66660,-37.77466583,145.3271179,7 Orrong Road,Mooroolbark,5395000,house,2009,3,1,1,SC_084,2174,19877,1713,55,0,hospital_113,2815,S_042,5804
6750,-37.79316711,144.8237763,45 Sanders Avenue,Sunshine West,5780000,house,2009,3,1,2,SC_102,1483,20021,952,26,0,hospital_174,1887,S_049,6173
46573,-37.709828,145.15336299999998,13/28 Livingstone Road,Eltham,4815000,house,2016,2,2,1,SC_051,4064,19987,640,44,0,hospital_075,4215,S_020,4729
73357,-37.867526,145.30383,25 Leslie Avenue,Boronia,8865000,house,2012,4,2,2,SC_049,3018,19868,1748,55,0,hospital_049,1936,S_024,1812
45776,-37.71245956,145.1213379,11 Baldwin Avenue,Montmorency,4110000,house,2008,2,1,2,SC_051,5485,19986,316,40,0,hospital_075,1588,S_020,2063
72558,-37.855996999999995,145.259176,7 Coventry Place,Bayswater,8960000,house,2011,4,2,2,SC_032,5504,19870,1773,50,0,hospital_002,794,S_024,2321
66224,-37.78026962,145.3084106,31 Andrew Street,Mooroolbark,4980000,house,2008,4,2,2,SC_084,2510,19877,610,55,0,hospital_113,4561,S_042,4778
40352,-37.696277,145.066999,30 Ellery Street,Bundoora,7787000,house,2015,4,2,2,SC_062,5225,19984,2204,34,0,hospital_041,643,S_020,3059
66585,-37.787599,145.32639,61 Kipling Avenue,Mooroolbark,4895000,house,2014,3,1,1,SC_084,3457,19877,1271,55,0,hospital_113,3792,S_042,4475
78571,-37.938132,145.16723000000002,12 Marlene Court,Springvale,5280000,house,2010,3,1,1,SC_073,3910,19913,1751,44,0,hospital_124,3833,S_047,3747
